index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"11","31670396","6.旧世界热带木本竹类的系统发育基因组学与生物地理学研究","2020","面上项目","C0309","C0309","面上项目","李德铢","65.0","2016","2020","中国科学院昆明植物研究所","叶绿体基因组； 网状进化； 旧世界热带木本竹类； 基因组浅层测序； 地理分布格局"
"12","31770414","1.植物介导的地上地下生物互作网络的构建与演化","2021","面上项目","C0309","C0309","面上项目","丁建清","56.0","2017","2021","河南大学","竞争； 诱导防御反应； 植物昆虫互作； 物种互作"
"13","31770410","2.黄檗属植物的谱系地理学与物种形成研究","2021","面上项目","C0309","C0309","面上项目","鲍蕾","61.0","2017","2021","北京师范大学","谱系地理； 遗传分化； 基因流； 种群历史"
"14","31770417","3.异型-同型花柱过渡相种群交配格局特征及其对性系统演替过程的启示","2021","面上项目","C0309","C0309","面上项目","周伟","63.0","2017","2021","中国科学院昆明植物研究所","交配行为； 同型花柱； 二型花柱； 性多态现象"
"15","31770415","4.基于从头组装的参考基因组和种群重测序研究红面猴进化历史及近缘物种的渐渗杂交机制","2021","面上项目","C0309","C0309","面上项目","李静","64.0","2017","2021","四川大学","红面猴； 同域物种形成； 进化历史； 基因组学； 基因流"
"16","31770413","5.瘿椒树属的性别决定及雄全异株繁育系统的进化","2021","面上项目","C0309","C0309","面上项目","刘文哲","55.0","2017","2021","西北大学","瘿椒树； 性别决定； 繁殖保障； 雄全异株； 性多态现象"
"17","31770411","6.基于共显性遗传标记的同源多倍体进化生态学分析方法的研究","2021","面上项目","C0309","C0309","面上项目","黄康","59.0","2017","2021","西北大学","同源多倍体； 遗传结构； 微卫星标记； 遗传多样性； 模型构建"
"18","31770416","7.温带荒漠建群灌木红砂的生态物种形成研究","2021","面上项目","C0309","C0309","面上项目","马小飞","62.0","2017","2021","中国科学院西北生态环境资源研究院","局域适应； 异域物种形成； 生殖隔离； 遗传多样性； 基因流"
"19","31770412","8.假交替单胞菌多糖利用能力的分化及其基因组基础","2021","面上项目","C0309","C0309","面上项目","解彬彬","56.0","2017","2021","山东大学","谱系分化； 假交替单胞菌； 海藻酸； 几丁质； 生态位分化"
"20","31770409","9.双季稻田内早、晚季杂草稻群体之间的同域遗传分化及分子基础","2021","面上项目","C0309","C0309","面上项目","卢宝荣","55.0","2017","2021","复旦大学","定向选择； 基因型-环境互作； 同域物种形成； 遗传多样性； 分裂选择"
"21","31770418","10.三种杜鹃花的交互自然杂交与种间生殖隔离的维持机制研究","2021","面上项目","C0309","C0309","面上项目","马永鹏","63.0","2017","2021","中国科学院昆明植物研究所","同域物种形成； 生殖隔离； 遗传多样性； 地理隔离； 基因流"
"22","31800315","1.以高山竹类为例揭示横断山物种多样性形成机制","2021","青年科学基金项目","C0309","C0309","青年科学基金项目","叶夏英","26.0","2018","2021","中国科学院昆明植物研究所","进化； 横断山； 异域分化； 生物多样性； 高山竹类"
"23","31800313","2.榕树-传粉榕小蜂-非传粉榕小蜂的协同系统发育研究","2021","青年科学基金项目","C0309","C0309","青年科学基金项目","黄建峰","23.0","2018","2021","中国科学院西双版纳热带植物园","配对协同进化； 协同系统发育； 榕树-榕小蜂共生系统； 非传粉榕小蜂； 互利共生"
"24","31800314","3.二型花柱向同型自交进化趋势: 来自迎阳报春移栽实验和不同花型遗传贡献的研究","2021","青年科学基金项目","C0309","C0309","青年科学基金项目","袁帅","25.0","2018","2021","中国科学院华南植物园","同型花柱； 繁殖保障； 近交衰退； 遗传贡献； 二型花柱"
