index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"13","31570748","13.磷脂酰肌醇合成酶的结构与功能","2019","面上项目","C0501","C0501","面上项目","李典范","62.0","2015","2019","中国科学院分子细胞科学卓越创新中心","脂质代谢； 脂立方相； 晶体结构； 膜蛋白； 结核杆菌"
"14","31570727","14.基于冷冻电镜的呼肠孤病毒转录的分子机制研究","2019","面上项目","C0501","C0501","面上项目","程凌鹏","62.0","2015","2019","清华大学","RNA； 冷冻电镜成像技术； 聚合酶； 双链RNA病毒转录； 呼肠孤病毒"
"15","31570744","15.蛋白质晶体学结构测定新技术研究","2019","面上项目","C0501","C0501","面上项目","董宇辉","65.0","2015","2019","中国科学院高能物理研究所","蛋白质； 单波长反常衍射； 晶体结构； 结构解析； 晶体衍射"
"16","31570736","16.衣原体III型分泌系统结构的低温电镜研究","2019","面上项目","C0501","C0501","面上项目","张勤奋","60.0","2015","2019","中山大学","冷冻电镜断层扫描三维重构； 衣原体； 三维结构； III型分泌系统"
"17","31570746","17.线粒体解偶联蛋白UCP1的结构和功能解析","2019","面上项目","C0501","C0501","面上项目","周界文","65.0","2015","2019","中国科学院分子细胞科学卓越创新中心","液体核磁共振测定； 解偶联蛋白UCP1； 线粒体； 溶液结构"
"18","31570743","18.糖原代谢关键蛋白质的结构和功能研究","2019","面上项目","C0501","C0501","面上项目","向嵩","60.0","2015","2019","中国科学院上海营养与健康研究所","蛋白质； 晶体结构； 酶； 糖原去支链酶； 蛋白质磷酸酶1"
"19","31570734","19.细菌外源基因抑制因子的结构与功能研究","2019","面上项目","C0501","C0501","面上项目","夏斌","70.0","2015","2019","北京大学","MvaT； DNA结合机理； 溶液结构； 细菌外源基因抑制因子； Rok"
"20","31570741","20.Liprin-α介导的神经突触形成中活性区组装机制的研究","2019","面上项目","C0501","C0501","面上项目","魏志毅","62.0","2015","2019","南方科技大学","蛋白质相互作用； 突触形成； 活性区； 蛋白质复合物； 蛋白质结构"
"21","31570728","21.肺炎链球菌荚膜多糖合成途径的结构酶学","2019","面上项目","C0501","C0501","面上项目","周丛照","62.0","2015","2019","中国科学技术大学","相互作用； 单波长反常衍射； 晶体结构； 酶； 膜蛋白"
"22","31570731","22.核小体组蛋白H4被picNuA4复合物选择性乙酰化的结构基础","2019","面上项目","C0501","C0501","面上项目","陈柱成","62.0","2015","2019","清华大学","X-射线晶体学； 冷冻电镜； 组蛋白H4； 核小体； 复合物"
"23","31570739","23.神经肽Y受体NPY1R的结构生物学研究","2019","面上项目","C0501","C0501","面上项目","吴蓓丽","70.0","2015","2019","中国科学院上海药物研究所","晶体结构； 神经肽Y受体； 膜蛋白； G蛋白偶联受体"
"24","31570740","24.具有新颖催化活性的细胞色素P450酶TxtE和甲基转移酶TleD的晶体结构和功能研究","2019","面上项目","C0501","C0501","面上项目","郁峰","62.0","2015","2019","中国科学院上海应用物理研究所","萜环化反应； X射线晶体结构； TleD； 硝化反应； TxtE"
"25","31570742","25.基于冷冻电镜二十面体对称失配三维重构的腺病毒结构研究","2019","面上项目","C0501","C0501","面上项目","刘红荣","62.0","2015","2019","湖南师范大学","对称失配三维重构； 冷冻电镜结构解析算法； 腺病毒； 基因组结构； 单颗粒冷冻电镜法"
"26","31770783","26.阐明SLC10家族胆酸转运体的结构-功能机理","2019","面上项目","C0501","C0501","面上项目","周小明","25.0","2017","2019","四川大学","晶体结构； 晶体筛选； 膜蛋白； 膜转运蛋白； 蛋白质纯化"
"27","31600596","1.人肠道病毒EV71基因组释放的分子机制研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","王权","19.0","2016","2019","中国科学院生物物理研究所","人肠道病毒EV71； 抗原抗体复合体； 中和性抗体； 单颗粒冷冻电镜法"
"28","31600605","2.Rev7相关蛋白复合物调节APC/C活性的结构基础","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","谢伟","20.0","2016","2019","天津大学","相互作用； 细胞周期； 晶体结构； 蛋白质复合物； 后期促进复合体"
"29","31600598","3.B型链球菌毒力因子CAMP行使功能的结构基础和分子机制","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","李亚娟","20.0","2016","2019","安徽医科大学","蛋白毒素； B型链球菌检测； CAMP反应； 成孔毒素"
"30","31600604","4.革兰氏阴性细菌VIII型蛋白质分泌系统的结构与功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","郑江歌","20.0","2016","2019","中国科学院生物物理研究所","晶体结构； 结构生物学； 蛋白质结构与功能； 膜蛋白"
"31","31600601","5.蛇毒蛋白Mambalgin与酸敏感离子通道ASIC复合物的结构解析及相互作用机制研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","孙德猛","21.0","2016","2019","中国科学技术大学","药物开发； 抑制机制； 多肽类毒素； 离子通道； 蛋白质结构"
"32","31600602","6.中介体中部模块核心复合物Med7-21-4-9的结构生物学研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","聂焱","19.0","2016","2019","上海科技大学","X-射线晶体学； 蛋白质； 冷冻电镜； 复合物体外组装； 复合物"
"33","31600606","7.双生病毒冷冻电镜高分辨结构研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","张小康","20.0","2016","2019","浙江大学","双生病毒； 三维重构； 冷冻电镜法； 复合物； 单颗粒冷冻电镜法"
"34","31600600","8.裂殖酵母RNA选择性消除机器的结构生物学研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","王崇元","20.0","2016","2019","中国科学技术大学","相互作用； RNA； 蛋白质； 晶体结构； 核酸复合物"
"35","31600611","9.Pcf11蛋白终止转录的N-末端结构域的结构与功能解析","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","徐晓倩","20.0","2016","2019","中国医科大学","相互作用； RNA； Pcf11蛋白； 转录终止； 3'末端加工"
"36","31700748","10.冷冻超分辨光镜电镜融合解析钙释放激活钙通道细胞原位结构","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","刘丽清","24.0","2017","2019","中国科学院生物物理研究所","蛋白质； 冷冻光镜电镜融合技术； 细胞减薄； 钙释放激活钙通道； 体内大分子操控"
"37","31600613","11.朊病毒Prion淀粉样纤维的三维结构固体核磁共振研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","赵伟静","20.0","2016","2019","中国科学院精密测量科学与技术创新研究院","淀粉样纤维； 朊病毒； 三维结构； 固体核磁共振"
"38","31600609","12.高等植物淬灭抑制蛋白SOQ1结构与功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","潘晓伟","21.0","2016","2019","中国科学院生物物理研究所","晶体结构； 高等植物； 膜蛋白； 淬灭抑制蛋白"
"39","31600603","13.沙门氏菌效应蛋白SseJ和PipB2与宿主互作的分子机制","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","刘培源","20.0","2016","2019","天津大学","相互作用； 晶体结构； 酶； 蛋白质纯化； 沙门氏菌"
"40","31600608","14.细胞自噬调控蛋白WIPI3的结构与功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","任锦启","21.0","2016","2019","中国科学院生物物理研究所","X-射线晶体学； 相互作用； 自噬调控蛋白WIPI3； 结构生物学； 细胞自噬"
"41","31600599","15.大肠杆菌药物外排蛋白MacB的结构功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","侯文韬","20.0","2016","2019","中国科学技术大学","晶体学； ABC转运蛋白； 革兰氏阴性菌； 转运系统； 抗药性"
"42","31600607","16.强迫症发病机制中的PSD95/SAPAP蛋白复合物的结构与功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","林霖","20.0","2016","2019","中国科学院分子细胞科学卓越创新中心","PSD95； 蛋白复合物晶体结构； GK结构域； SAPAP； 强迫症"
"43","31600610","17.四膜虫端粒酶活性调节蛋白的结构与功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","马园园","21.0","2016","2019","上海交通大学","活性调控； TEB复合物； TEB-TEN复合物； 结构； 端粒酶"
"44","31600597","18.DNA-蛋白质交联损伤修复蛋白Wss1结构及功能研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","王文佳","21.0","2016","2019","齐鲁工业大学","蛋白酶； X射线晶体学； 复合物体外组装； DNA蛋白质交联； 结构解析"
"45","31600612","19.酵母V型肌球蛋白转运机制的结构生物学研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","唐坤","20.0","2016","2019","南方科技大学","相互作用； 调控机制； 复合物； 蛋白质结构； 酵母双杂交"
"46","31700655","20.真核生物DNA复制解旋酶激活过程中DDK和Sld3机制的研究","2019","青年科学基金项目","C0501","C0501","青年科学基金项目","李宁宁","25.0","2017","2019","北京大学","Sld3； DNA复制起始； 复合物； 单颗粒冷冻电镜法； DDK"
"47","31560244","1.一种新的葡萄糖脱氢酶FAD-GDH的晶体结构与催化机制研究","2019","地区科学基金项目","C0501","C0501","地区科学基金项目","杨愈丰","40.0","2015","2019","遵义医科大学","酶燃料电池； 晶体结构； 重组表达； FAD-GDH； 催化机制"
"48","31670747","1.细胞表面受体及复合物的原位电镜结构研究","2020","面上项目","C0501","C0501","面上项目","何勇宁","65.0","2016","2020","中国科学院分子细胞科学卓越创新中心","细胞表面受体； 电镜三维重构； 冷冻制样； 电镜标记； 原位结构测定"
"49","31670745","2.单颗粒冷冻电子显微学研究完整藻胆体的高分辨率结构","2020","面上项目","C0501","C0501","面上项目","隋森芳","65.0","2016","2020","清华大学","单颗粒； 藻胆体； 高分辨率； 冷冻电子显微学"
"50","31670732","3.MapZ调控肺炎链球菌分裂环精确定位的分子机制","2020","面上项目","C0501","C0501","面上项目","江永亮","60.0","2016","2020","中国科学技术大学","晶体结构； 病原菌； 膜蛋白； 复合物； 细胞分裂"
"51","31670731","4.负链RNA病毒核蛋白-核酸复合体的组装机制研究","2020","面上项目","C0501","C0501","面上项目","郭宇","60.0","2016","2020","南开大学","相互作用； RNA； 蛋白质； 蛋白质纯化； 结构解析"
"52","31670734","5.对神经细胞轴突起始段中支架蛋白Ankyrin-G介导的蛋白复合物的结构与功能研究","2020","面上项目","C0501","C0501","面上项目","王朝","60.0","2016","2020","中国科学技术大学","Ankyrin-G/GABARAP复合物； 蛋白-蛋白相互作用及复合物组装； 精神系统疾病； 神经细胞轴突起始段； 支架蛋白Ankyrin-G"
"53","31670754","6.基于冷冻电镜的真核细胞分子伴侣素TRiC的结构与功能研究","2020","面上项目","C0501","C0501","面上项目","丛尧","60.0","2016","2020","中国科学院分子细胞科学卓越创新中心","蛋白质折叠； 超大分子复合体； TRiC/CCT； 冷冻电镜； 真核细胞分子伴侣素"
"54","31670741","7.人朊病毒蛋白G127V多态性保护作用的结构基础","2020","面上项目","C0501","C0501","面上项目","林东海","65.0","2016","2020","厦门大学","多态性； 结构基础； 人朊病毒蛋白； 核磁共振； G127V"
"55","31670744","8.细胞内运输途径中两类蛋白重塑细胞膜的分子机制研究","2020","面上项目","C0501","C0501","面上项目","庞效云","60.0","2016","2020","中国科学院生物物理研究所","螺旋重构； 冷冻电镜； 小G蛋白Arf； Sorting； nexin； 细胞膜重塑"
"56","31670730","9.HECT型E3泛素连接酶Itch活性调控及激活的分子机制研究","2020","面上项目","C0501","C0501","面上项目","温文玉","60.0","2016","2020","复旦大学","X-射线晶体学； 泛素化； 核磁共振波谱学； 调控机制； 蛋白质结构"
"57","31670753","10.超级细菌耐药酶的催化机理及其抑制剂的筛选与优化","2020","面上项目","C0501","C0501","面上项目","张宏民","65.0","2016","2020","南方科技大学","超级细菌； 金属内酰胺酶； 抗生素耐药性； 催化机理； 抑制剂"
"58","31670737","11.膜蛋白乙酰化修饰酶NAA60的结构与功能研究","2020","面上项目","C0501","C0501","面上项目","苏丹","60.0","2016","2020","四川大学","膜蛋白； 乙酰转移酶NAA60； 组蛋白修饰"
"59","31670733","12.胰高血糖素及其受体的核磁共振研究","2020","面上项目","C0501","C0501","面上项目","刘东升","60.0","2016","2020","上海科技大学","液体核磁共振测定； 蛋白质； 核磁共振弛豫分析； 溶液结构； 膜蛋白"
"60","31670742","13.磷酸化和可变剪切修饰影响Bnip3调控线粒体自噬和细胞凋亡的结构及功能研究","2020","面上项目","C0501","C0501","面上项目","张星亮","60.0","2016","2020","广东医科大学","线粒体自噬受体Bnip3； modification； Bnip3-LC3B复合物； protein； crystal； 可变剪切体Bnip3Δex3； structure； phosphorylation"
"61","31670755","14.能量耦合模块专有型ECF转运蛋白的结构和转运过程动态分析","2020","面上项目","C0501","C0501","面上项目","张鹏","65.0","2016","2020","中国科学院分子植物科学卓越创新中心","维生素； ECF转运蛋白； 动态分析； 跨膜转运； ECF模块"
"62","31670743","15.人源细胞外钙敏感受体的结构与功能以及药物作用机理研究","2020","面上项目","C0501","C0501","面上项目","耿勇","65.0","2016","2020","中国科学院上海药物研究所","配体激活结构机理； 人源细胞外钙敏感受体； G蛋白偶联受体； X-射线晶体结构； 药物作用机理"
"63","31670729","16.孤儿核受体Nur77转录调控机制的结构基础","2020","面上项目","C0501","C0501","面上项目","林天伟","65.0","2016","2020","厦门大学","孤儿受体； 转录调控； x射线晶体学； Nur77； 转录辅因子"
"64","31670748","17.SWI/SNF家族染色质重塑蛋白复合物的结构和功能研究","2020","面上项目","C0501","C0501","面上项目","陈勇","65.0","2016","2020","中国科学院分子细胞科学卓越创新中心","结构生物学； 表观遗传调控； 染色质重塑； SWI/SNF家族复合物"
"65","31670740","18.植物激素乙烯及茉莉酸通路中转录因子DNA复合物的结构与功能研究","2020","面上项目","C0501","C0501","面上项目","苏晓东","65.0","2016","2020","北京大学","相互作用； EIN3； 转录因子； MYC2； 植物激素"
"66","31670736","19.人源Apelin受体的晶体结构研究与药物设计","2020","面上项目","C0501","C0501","面上项目","徐菲","60.0","2016","2020","上海科技大学","配体结合口袋； 药物设计； 晶体结构； 膜蛋白； Apelin受体"
"67","31670728","20.人类正常细胞和鼻咽癌细胞的DNA复制中前复制复合体的结构与功能研究","2020","面上项目","C0501","C0501","面上项目","朱广","65.0","2016","2020","香港科技大学深圳研究院","鼻咽癌； 冷冻电镜； EB； 核磁共振； DNA复制； 核抗原1"
"68","31670735","21.梭菌纤维小体调控因子信号传导的结构与分子机制的核磁共振研究","2020","面上项目","C0501","C0501","面上项目","冯银刚","60.0","2016","2020","中国科学院青岛生物能源与过程研究所","相互作用； 纤维小体； 溶液结构； 调控因子； 信号传导"
"69","31670738","22.血管形成与稳态维持的分子机理与新颖药物设计","2020","面上项目","C0501","C0501","面上项目","米立志","60.0","2016","2020","天津大学","X-射线晶体学； 冷冻电镜； 药物设计； 膜蛋白； 脂纳米盘组装"
"70","31670746","23.利用冷冻电子显微学研究Vps4寡聚体及其与底物形成的复合体的结构和分子机理","2020","面上项目","C0501","C0501","面上项目","孙珊","60.0","2016","2020","清华大学","内体蛋白分选转运装置III； 多细胞功能相关ATP酶； 冷冻电子显微学； Vps4蛋白"
"71","31670749","24.真核生物磷脂和中性脂类生物合成过程的结构基础","2020","面上项目","C0501","C0501","面上项目","柳振峰","65.0","2016","2020","中国科学院生物物理研究所","膜内酶； 膜蛋白； 脂类代谢； 三脂酰基甘油； 代谢综合症"
"72","31670750","25.DNA损伤修复大型复合物CSN-CRL4DDB2的结构与功能研究","2020","面上项目","C0501","C0501","面上项目","许敏","60.0","2016","2020","中国科学院生物物理研究所","大型复合物； CSN； 结构生物学； DNA损伤修复； CRL4"
"73","31670752","26.诺如病毒GII基因族受体识别的结构基础研究","2020","面上项目","C0501","C0501","面上项目","李雪梅","60.0","2016","2020","中国科学院生物物理研究所","基因族； GII； 血型组织抗原； 三维结构； 诺如病毒； 受体识别"
"74","31670739","27.GPI-LU亚家族蛋白的结构研究","2020","面上项目","C0501","C0501","面上项目","黄明东","63.0","2016","2020","福州大学","相互作用； LU结构域； 二聚体； 结构域排列； 蛋白结构"
"75","31670751","28.嵌合抗原受体抗肿瘤功能的结构基础","2020","面上项目","C0501","C0501","面上项目","李华","65.0","2016","2020","中国科学院分子细胞科学卓越创新中心","定量质谱； 液相核磁共振； 蛋白质-脂相互作用； 蛋白质结构； 嵌合抗原受体"
"76","31530015","1.负链RNA病毒聚合酶的结构和功能机制研究","2020","重点项目","C0501","C0501","重点项目","刘迎芳","292.0","2015","2020","中国科学院生物物理研究所","结构与功能； 负链RNA病毒； RNA聚合酶"
"77","31700653","1.神经肽Y受体Y2的结构生物学研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","杨振霖","24.0","2017","2020","中国科学院上海药物研究所","晶体结构； 神经肽Y受体； 膜蛋白； G蛋白偶联受体"
"78","31700652","2.研究绿色荧光蛋白氧化光转化的分子机制","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","李晓琴","24.0","2017","2020","中国科学技术大学","X-射线晶体学； 氧化剂； 绿色荧光蛋白； 空间结构； 光转化"
"79","31700654","3.利用冷冻电镜研究Rad51介导的DNA同源重组机制","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","赵玲云","27.0","2017","2020","清华大学","相互作用； 冷冻电镜法； 同源重组； Rad51"
"80","31700650","4.脱氧羟腐胺赖氨酸合酶DHS与羟化酶DOHH催化真核翻译起始因子eIF-5A羟腐胺赖氨酸修饰的结构基础与分子机制研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","滕衍斌","22.0","2017","2020","安徽医科大学","相互作用； 晶体结构； 复合物体外组装； 分子机理； 羟腐胺赖氨酸修饰"
"81","31700658","5.超嗜热古菌火球菌Cas7蛋白的晶体结构与功能研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","周欢","24.0","2017","2020","中国科学院上海应用物理研究所","蛋白质； 晶体结构； Cas7蛋白； 火球菌； CRISPR-Cas系统"
"82","31700651","6.绿脓杆菌六型分泌系统磷脂毒素蛋白PldA、PldB的结构及致病机理研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","佘准","24.0","2017","2020","中国科学院高能物理研究所","相互作用； 蛋白质； 晶体结构； 酶"
"83","31800628","7.NALCN 离子通道及其复合体的结构与功能研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","潘孝敬","29.0","2018","2020","清华大学","电生理学； NALCN离子通道复合体； 膜蛋白； 单颗粒冷冻电镜法"
"84","31700649","8.结合玉米黄素的捕光蛋白参与光保护的结构基础","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","苏小东","24.0","2017","2020","中国科学院生物物理研究所","光保护； 非光化学淬灭； 膜蛋白； 蛋白质纯化； 捕光复合物"
"85","31700663","9.原核（6-4）DNA光修复酶和（6-4）光产物复合物晶体结构研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","张范","27.0","2017","2020","中国工程物理研究院材料研究所","共结晶； 蛋白质； 修复； （6-4）DNA光修复酶； DNA"
"86","31800625","10.真核生物MICOS复合物结构与功能的研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","马成英","20.0","2018","2020","北京大学","冷冻电镜成像技术； 复合物体外组装； 结构； MICOS复合物； 线粒体嵴"
"87","31700659","11.MFN1的二体结构揭示线粒体外膜融合的分子机制","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","闫利明","24.0","2017","2020","清华大学","蛋白质； 线粒体； 晶体结构； 融合； MFN1"
"88","31700661","12.C-di-GMP激活效应蛋白YcgR调控细菌鞭毛运动的结构基础和分子机制研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","侯彦婕","22.0","2017","2020","中国科学院生物物理研究所","相互作用； 鞭毛运动调控蛋白YcgR； 晶体结构； 环二鸟苷酸； 调控机制"
"89","31700662","13.anti-CRISPR蛋白对II型CRISPR-Cas系统抑制作用的分子机制研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","王久宇","24.0","2017","2020","中国科学院生物物理研究所","蛋白质； 晶体结构； 基因编辑； CRISPR-Cas系统； anti-CRISPR蛋白"
"90","31800629","14.植物AtLSD1蛋白调控细胞程序性死亡的分子机制研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","李孝蓉","20.0","2018","2020","中国农业大学","程序性细胞死亡； 蛋白质； 氧化胁迫； 晶体结构； AtLSD1"
"91","31700665","15.转录起始过程通用转录因子TFIIH结构生物学研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","张贺桥","22.0","2017","2020","上海科技大学","转录； 通用转录因子； 晶体结构； 复合物体外组装； DNA"
"92","31700657","16.酵母 tRNA 特异的腺苷脱氨酶的结构及生化性质研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","刘习文","25.0","2017","2020","中山大学","RNA； 蛋白质； 底物识别机制； 晶体结构； Tad2/Tad3； 异源二聚体"
"93","31700656","17.人源程序性死亡受体PD-1与其配体PD-L2负性调控免疫应答的结构基础研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","杨娟娟","27.0","2017","2020","福州大学","相互作用； 人源PD-1蛋白； 人源PD-L2蛋白； 复合物； NMR溶液结构"
"94","31700664","18.细菌引物酶识别特异序列DNA模板的机制研究","2020","青年科学基金项目","C0501","C0501","青年科学基金项目","刘忠川","24.0","2017","2020","中国科学院成都生物研究所","引物合成； 模板识别； DNA复制； 多技术联用； 复合物"
"95","31630087","1.核糖体组装及翻译调控的分子机制研究","2021","重点项目","C0501","C0501","重点项目","高宁","275.0","2016","2021","北京大学","蛋白翻译； 动态结构； 核糖体组装； 蛋白核酸复合物； 单颗粒冷冻电镜法"
"96","31630015","2.CRISPR/Cas系统如何获取新间隔序列的作用机理研究","2021","重点项目","C0501","C0501","重点项目","王艳丽","268.0","2016","2021","中国科学院生物物理研究所","X-射线晶体学； 蛋白质； 冷冻电镜； 核酸； 复合物"
"97","31800620","1.线粒体呼吸链超级和超超级复合物结构与功能研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","谷金科","25.0","2018","2021","清华大学","蛋白质； 单颗粒三维重构； 膜蛋白； 复合物； 生物大分子机器"
"98","31800624","2.INT复合物调节U snRNA 3'加工的结构基础","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","杭婧","28.0","2018","2021","北京大学","相互作用； 转录终止； 内源提取； 复合物； 单颗粒冷冻电镜法"
"99","31800626","3.OTU家族去泛素化酶的结构和功能研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","梁令","24.0","2018","2021","北京大学","蛋白质； 晶体结构； 去泛素化酶"
"100","31800618","4.趋化因子受体CX3CR1与配体复合物的结构生物学研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","谭秋香","25.0","2018","2021","中国科学院上海药物研究所","相互作用； 晶体结构； 晶体筛选； 膜蛋白； 结构解析"
"101","31800619","5.新型组蛋白分子伴侣的结构与功能研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","鲍洪宇","24.0","2018","2021","南方科技大学","相互作用； 蛋白质； 晶体结构； 复合物体外组装； 晶体筛选"
"102","31800622","6.MYST家族乙酰转移酶HBO1活性调控的分子机制研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","李文婧","25.0","2018","2021","中国科学院分子细胞科学卓越创新中心","X-射线晶体学； 表观遗传； 冷冻电镜； 组蛋白乙酰化； HBO1组蛋白乙酰转移酶复合物"
"103","31800630","7.hnRNPA0蛋白调控细胞周期检查点及参与蛋白质翻译调控复合体的结构生物学研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","朱玉威","24.0","2018","2021","哈尔滨工业大学","癌症； 晶体结构； 磷酸化； 转录后调控； 结构解析"
"104","31800621","8.人源胆囊收缩素Ⅰ型受体CCK1R的结构生物学研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","韩硕","25.0","2018","2021","中国科学院上海药物研究所","蛋白质； 晶体结构； 膜蛋白"
"105","31800623","9.纤毛组装与运动中关键超大分子复合体IFT及RS的冷冻电镜结构研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","丁占玉","25.0","2018","2021","中国科学院分子细胞科学卓越创新中心","冷冻电镜成像技术； RS复合体； IFT复合体； 纤毛组装与运动； 生物大分子机器"
"106","31800633","10.基于五羟色胺2C受体与药物小分子氯卡色林复合物结构的结合特异性改善及功能验证研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","彭瑶","25.0","2018","2021","上海科技大学","相互作用； 晶体结构； 复合物体外组装； 膜蛋白； 结构解析"
"107","31800631","11.蛋白纳米疫苗 VP6-Ferritin 高效免疫的结构基础研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","王丹","25.0","2018","2021","南宁师范大学","蛋白质； 复合物体外组装； 蛋白质纯化； 晶体衍射； 结构解析"
"108","31800634","12.铜绿假单胞菌LptD-LptE蛋白复合体的结构与功能研究","2021","青年科学基金项目","C0501","C0501","青年科学基金项目","于珊","25.0","2018","2021","中国科学院生物物理研究所","晶体结构； 膜蛋白； lptD-lptE"
