index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31871441","1.P49/STRAP与MYOCD相互作用协同调控血管平滑肌细胞表型转化的机制","2022","面上项目","C0704","C0704","面上项目","张晾","60.0","2018","2022","山东师范大学","血管平滑肌细胞； 表型转化； 基因表达； 新生内膜形成； 转录因子"
"2","31871360","2.联会复合体组装、维持与解聚的调控机制","2022","面上项目","C0704","C0704","面上项目","高金珉","60.0","2018","2022","山东师范大学","减数分裂； 线虫； 染色体； 联会复合体； 非整倍体性"
"3","31871359","3.着丝粒蛋白质复合物CENP-L-N的组装动态性与功能研究","2022","面上项目","C0704","C0704","面上项目","窦震","59.0","2018","2022","中国科学技术大学","着丝粒蛋白N； 着丝粒； 染色体； 磷酸化； 动粒"
"4","31872834","4.Bclaf1在TNF-α信号通路中的作用与机制","2022","面上项目","C0704","C0704","面上项目","唐军","60.0","2018","2022","中国农业大学","肿瘤坏死因子； 细胞凋亡； 信号转导； 转录因子Bclaf1"
"5","91849202","1.衰老细胞的示踪及其细胞命运可塑性研究","2022","重大研究计划","C0704","C0704","重大研究计划","周斌","200.0","2018","2022","中国科学院分子细胞科学卓越创新中心","细胞衰老； 细胞示踪； 细胞命运"
"6","31860313","1.ESRP1通过调节CyclinA2 mRNA稳定性诱导子宫颈癌细胞发生G1期阻滞的机制研究","2022","地区科学基金项目","C0704","C0704","地区科学基金项目","陈志鸿","39.0","2018","2022","右江民族医学院","G1/S转折； 细胞周期； 上皮剪接调节蛋白-1； 周期素(cyclin)； 肿瘤细胞"
