index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"35","31672359","15.可变剪切部位调节飞蝗横纹肌肌球蛋白马达功能的分子机制","2020","面上项目","C0403","C0403","面上项目","李向东","63.0","2016","2020","中国科学院动物研究所","分子马达； 肌肉与运动； 肌球蛋白； RNA可变剪切； 微丝"
"36","31672286","16.延髓-迷走神经-肠脑环路在束缚-浸水应激致胃肠机能紊乱中的作用","2020","面上项目","C0403","C0403","面上项目","孙海基","62.0","2016","2020","山东师范大学","脊椎动物； 体温调节； 胁迫生理； 神经和体液调节"
"37","31672293","17.功能性华溪蟹金属硫蛋白金属结合特异性与基因改造的研究","2020","面上项目","C0403","C0403","面上项目","王兰","61.0","2016","2020","山西大学","金属硫蛋白； 基因改造； 河南华溪蟹； 金属结合特性； 突变体"
"38","31672367","18.棉铃虫幼虫外周和中间神经元对味觉刺激信息的识别模式","2020","面上项目","C0403","C0403","面上项目","汤清波","64.0","2016","2020","河南农业大学","神经元投射； 受体神经元； 棉铃虫； 化学感受； 中间神经元"
"39","31672289","19.具有任意伸展结构两栖类皮肤抗菌肽chensinin-1b抗LPS引起的感染性休克与免疫调节的机制研究","2020","面上项目","C0403","C0403","面上项目","尚德静","63.0","2016","2020","辽宁师范大学","抗菌肽； 脂多糖； 细胞内靶点； 两栖动物； 感染性休克"
"40","31672284","20.Prdm1与Prmt5、Mep50的相互作用及其在鱼类先天免疫中的作用","2020","面上项目","C0403","C0403","面上项目","赵浩斌","62.0","2016","2020","华中师范大学","鱼类； 蛋白质相互作用； 先天免疫； 基因表达调控； 蛋白质结构"
"41","31672244","21.刺激隐核虫诱发宿主产生保护性免疫反应的分子筛选","2020","面上项目","C0403","C0403","面上项目","黄晓红","63.0","2016","2020","福建师范大学","刺激隐核虫； DNA疫苗； 重组蛋白； 保护性免疫； 免疫预防"
"42","31672294","22.吉陶单极虫分泌蛋白酶作用鱼寄主的分子机制","2020","面上项目","C0403","C0403","面上项目","杨雅麟","58.0","2016","2020","中国农业科学院饲料研究所","鱼寄主； 分子机制； 分泌蛋白酶； 吉陶单极虫"
"43","31672292","23.急性和慢性刺激条件下树麻雀的糖脂代谢和抗氧化适应机制研究","2020","面上项目","C0403","C0403","面上项目","李东明","61.0","2016","2020","河北师范大学","糖脂代谢； 慢性应激； 抗氧化能力； 鸟类； 急性应激"
"44","31672348","24.可逆/不可逆变色甲虫构色机制及可变色复合材料仿生耦合机理","2020","面上项目","C0403","C0403","面上项目","孙霁宇","63.0","2016","2020","吉林大学","仿生耦合机理； 可变色复合材料； 可逆/不可逆变色； 变色甲虫； 构色机制"
"45","31672306","25.褐家鼠亚种间信息素分化的行为功能及遗传基础","2020","面上项目","C0403","C0403","面上项目","张瑶华","61.0","2016","2020","中国科学院动物研究所","个体识别； 基因调控； 行为生理； 行为适应； 信号"
"46","31672352","26.Wolbachia对果蝇雄性生殖系统先天免疫的影响及其与生殖的关系","2020","面上项目","C0403","C0403","面上项目","王玉凤","58.0","2016","2020","华中师范大学","果蝇； 免疫； 生殖系统； 雄性生殖； 沃尔巴克氏体"
"47","31672302","27.太行山猕猴0~2岁个体的社会网络研究","2020","面上项目","C0403","C0403","面上项目","路纪琪","62.0","2016","2020","郑州大学","相互作用； 太行山猕猴； 婴幼年个体； 社会网络； 行为生态"
"48","31672303","28.杜鹃寄主反寄生认知行为的机制与进化","2020","面上项目","C0403","C0403","面上项目","杨灿朝","62.0","2016","2020","海南师范大学","雏鸟认知； 卵认知； 协同进化； 巢寄生； 行为适应"
"49","31672300","29.驯养马麝的行为综合征及与繁殖成效、麝香分泌和行为内分泌应激响应的关系","2020","面上项目","C0403","C0403","面上项目","孟秀祥","61.0","2016","2020","中国人民大学","行为发育； 行为可塑性； 行为内分泌应激响应； 行为适应； 马麝（高山麝）"
"50","31672249","30.多种纳米材料对纤毛虫的毒性效应及致毒机制研究","2020","面上项目","C0403","C0403","面上项目","倪兵","63.0","2016","2020","华东师范大学","原生动物； 超微结构； 毒性机制； 纳米材料； 毒性效应"
"51","31672307","31.野生短尾猴的临时配偶关系及其适应策略","2020","面上项目","C0403","C0403","面上项目","李进华","65.0","2016","2020","合肥师范学院","繁殖成功； 短尾猴； 临时配偶关系； 行为策略"
"52","31672291","32.激素对蚊虫免疫系统调控的分子机制","2020","面上项目","C0403","C0403","面上项目","邹振","63.0","2016","2020","中国科学院动物研究所","免疫信号通路； 蜕皮激素； 抗真菌免疫； 保幼激素； 虫媒传播病毒"
"53","31672290","33.蜘蛛毒素来源的Nav1.5通道抑制剂的结构功能及抑制乳腺癌转移的分子机制研究","2020","面上项目","C0403","C0403","面上项目","邓梅春","63.0","2016","2020","中南大学","分子机制； Nav1.5通道； 药理学； 乳腺癌； 蜘蛛毒素"
"54","31672365","34.长角血蜱卵黄蛋白降解及其酶的调控","2020","面上项目","C0403","C0403","面上项目","刘敬泽","65.0","2016","2020","河北师范大学","发育与变态； 生殖生理； 胚胎发育； 长角血蜱； 卵黄蛋白"
"55","31672369","35.ABC转运蛋白对粘虫幼虫固醇吸收的调控机制研究","2020","面上项目","C0403","C0403","面上项目","靖湘峰","62.0","2016","2020","西北农林科技大学","ABC转运蛋白； 固醇吸收； 调控机制； 粘虫； 胆甾烷醇"
"56","31672295","36.长爪沙鼠社会亲密关系中断模型研究以及催产素在其中的调控作用","2020","面上项目","C0403","C0403","面上项目","潘永良","62.0","2016","2020","湖州师范学院","社会亲密关系中断； 行为和生理失调； 长爪沙鼠； 催产素调控"
"57","31872283","37.章鱼胺响应交配介导cAMP-PKA信号通路调控褐飞虱生殖的机制研究","2020","面上项目","C0403","C0403","面上项目","戈林泉","25.0","2018","2020","扬州大学","交配后效应； 生殖生理； 褐飞虱； 雌性生殖； 章鱼胺"
"58","31672350","38.小菜蛾和甜菜夜蛾感受异硫氰酸酯类气味受体基因的功能鉴定及比较分析","2020","面上项目","C0403","C0403","面上项目","董双林","62.0","2016","2020","南京农业大学","引诱； 触角电位； 嗅觉受体； 行为反应； 化学感受"
"59","31672361","39.丝氨酸蛋白酶SP8和SP105在亚洲玉米螟黑化反应中的功能和作用机制研究","2020","面上项目","C0403","C0403","面上项目","安春菊","62.0","2016","2020","中国农业大学","丝氨酸蛋白酶SP105； 亚洲玉米螟； 分子机制； 丝氨酸蛋白酶SP8； 黑化反应"
"60","31672316","40.翅碱蓬盐沼湿地变化对水鸟栖息地利用和取食策略的影响","2020","面上项目","C0403","C0403","面上项目","李东来","63.0","2016","2020","辽宁大学","丹顶鹤； 栖息地利用； 取食策略； 大杓鹬； 湿地"
"61","31702020","1.淡水鱼类能量分配与生态对策的种间比较研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","庞旭","23.0","2017","2020","西南大学","生活史对策； 生存适应； 能量代谢； 脊椎动物； 权衡"
"62","31702053","2.保幼激素初级应答基因Kr-h1拮抗蜕皮激素诱导变态发育的分子机理","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","李康","22.0","2017","2020","华南师范大学","信号传导途径； 基因结构与调控； 蜕皮激素； 保幼激素； 变态发育"
"63","31702022","3.SNAP25b介导的神经支配调控多疣壁虎断尾再生的机制研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","王莹洁","21.0","2017","2020","南通大学","神经再生； 脊椎动物； 生化适应； 多疣壁虎"
"64","31702070","4.昆虫β-N-乙酰己糖胺酶OfHex1抑制剂的设计与活性研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","谭绍英","26.0","2017","2020","上海医药工业研究院有限公司","作用机制； 杀虫活性； 杀虫剂； 分子靶标； 昆虫毒理"
"65","31702025","5.微小隐孢子虫类钙调蛋白在激活Ca2+转运通道中的作用机制","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","黄燕","22.0","2017","2020","中国农业科学院上海兽医研究所","细胞膜钙转运ATP酶； 原生动物； 钙离子转运通道； 生理适应； 类钙调蛋白"
"66","31702021","6.促皮肤创面修复和虫体断肢再生的美洲大蠊活性多肽研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","都二霞","24.0","2017","2020","华南师范大学","多肽； 信号通路； 蛋白质组； 生化适应； 组织再生"
"67","31702058","7.周氏啮小蜂识别寄主挥发物的气味受体（OR）鉴定及功能分析","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","潘丽娜","25.0","2017","2020","天津师范大学","蛋白质组； 周氏啮小蜂； 蛋白互作； 气味受体； 气味结合蛋白"
"68","31702062","8.保幼激素触发Kr-h1磷酸化而激活转录调控功能的分子机制","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","吴忠霞","25.0","2017","2020","河南大学","生殖生理； Kr-h1； 飞蝗； 磷酸化； 激素"
"69","31702051","9.植物挥发性物质介导的地上地下昆虫互作关系研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","孙晓","24.0","2017","2020","河南大学","虫害诱导反应； 化学通讯； 行为反应； 气谱-触角电位联用技术； 信息化学物质"
"70","31702024","10.运用荧光探针技术研究血管内皮生长因子B在小鼠胰岛素分泌信号通路中的作用","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","李雅娜","24.0","2017","2020","滨州医学院","胰岛素分泌； 血管内皮生长因子； 血糖平衡； 脊椎动物； 激素"
"71","31702054","11.饥饿激活JAK/STAT信号促进蜕皮激素合成的生理功能与分子机制","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","刘素宁","26.0","2017","2020","华南师范大学","发育与变态； 蜕皮酮； 临界体重； 营养信号； 激素"
"72","31702019","12.DYF-4在神经元树突和纤毛发育过程中的功能研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","洪惠","24.0","2017","2020","复旦大学","线虫； 无脊椎动物； 树突； 生长发育； 纤毛"
"73","31702065","13.家蚕钙蛋白酶calpain参与切割自噬—凋亡开关蛋白BmATG6的研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","易辉玉","25.0","2017","2020","华南农业大学","钙蛋白酶； 信号传导途径； 家蚕； 细胞自噬； 基因克隆与表达"
"74","31702023","14.两栖类皮肤抗菌肽chensinin-1b对巨噬细胞极化功能调控作用及其分子机制研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","孙玥","21.0","2017","2020","辽宁师范大学","巨噬细胞； 抗菌肽； 生理适应； 脊椎动物； 极化"
"75","31702052","15.茶小绿叶蝉可见光视蛋白介导的复眼光谱吸收雌雄二型机制","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","边磊","20.0","2017","2020","中国农业科学院茶叶研究所","多型性； 识别； 视觉"
"76","31702068","16.Met蛋白调控台湾乳白蚁兵蚁品级形成的分子机理","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","杜贺","21.0","2017","2020","广东省科学院动物研究所","RNA干扰； 信号传导途径； 转录组； 蛋白互作"
"77","31702018","17.共生细菌菌群协助有害动物逃逸Bt毒蛋白毒杀的机制","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","程驰航","23.0","2017","2020","湖州师范学院","外来入侵动物； 种间协同； 无脊椎动物； 生理适应； 共生细菌菌群"
"78","31702069","18.致倦库蚊中肠Cry48Aa/Cry49Aa新型双组份毒素功能性受体及其互作的分子基础","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","郭青云","25.0","2017","2020","赣南师范大学","作用机制； 致倦库蚊； Cry48Aa/Cry49Aa毒素； 球形芽胞杆菌； 分子靶标"
"79","31702026","19.发冠卷尾的配对模式对亲代抚育和寻求婚外配权衡的影响","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","吕磊","26.0","2017","2020","中山大学","生活史策略； 行为机制； 配偶外交配； 配对模式； 亲代投入"
"80","31702050","20.跟踪信息素对红火蚁觅食行为的调控作用","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","徐蒙","26.0","2017","2020","中国科学院动物研究所","化学调控； 行为反应； 入侵生物； 信息素； 红火蚁"
"81","31702027","21.基因突变影响斑马鱼性征与繁殖行为的调控机制研究","2020","青年科学基金项目","C0403","C0403","青年科学基金项目","代向燕","24.0","2017","2020","西南医科大学","分子机制； 斑马鱼； 配偶选择； 突变体； 性二征"
"82","31660614","1.延边黄牛和韩延牛血液外胞体中与垂体GH调控相关的差异miRNA筛选及功能研究","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","关立增","39.0","2016","2020","延边大学","韩延牛； miRNA； 血液外胞体； 延边黄牛； 垂体GH"
"83","31660617","2.两种共域山鹪莺对杜鹃巢寄生的反寄生策略","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","王龙舞","37.0","2016","2020","贵州师范大学","纯色山鹪莺； 识别机制； 鸟类巢寄生； 协同进化； 黄腹山鹪莺"
"84","31660618","3.鄱阳湖水位变化对雁鸭类时空动态和越冬行为的影响","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","李言阔","40.0","2016","2020","江西师范大学","鄱阳湖； 时空动态； 水位变化； 雁鸭类； 越冬行为"
"85","31660616","4.石山地区熊猴和猕猴的肠道菌群与觅食策略","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","黄中豪","39.0","2016","2020","广西师范大学","猕猴； 觅食策略； 熊猴； 肠道菌群； 石山地区"
"86","31660627","5.甘薯小象甲性信息素结合蛋白的功能研究","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","滑金锋","37.0","2016","2020","广西壮族自治区农业科学院","触角电位； 行为反应； 气味受体； 信息素； 化学感受"
"87","31660626","6.性爱:冲突还是合作? - 来自一种多配型甲虫木棉眉斑并脊天牛的实验证据","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","陆温","39.0","2016","2020","广西大学","繁殖行为； 性选择； 眉斑并脊天牛； 协同进化； 性冲突"
"88","31660628","7.意大利蜜蜂雌激素相关受体amERR调控卵巢细胞增殖的分子机理研究","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","欧阳霞辉","37.0","2016","2020","西北民族大学","意大利蜜蜂雌激素相关受体； 基因调控； 有氧糖酵解； 卵巢细胞增殖； 激素"
"89","31660615","8.草原沙蜥的产卵巢址选择及其生态适应意义","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","毕俊怀","39.0","2016","2020","内蒙古师范大学","巢址选择； 繁殖策略； 爬行动物； 行为适应； 母体效应"
"90","31660621","9.宁夏西花蓟马主要寄主定位的信息化学物质及其嗅觉感受机制","2020","地区科学基金项目","C0403","C0403","地区科学基金项目","张治科","38.0","2016","2020","宁夏农林科学院","荧光竞争结合； 西花蓟马； 表达谱； 嗅觉相关蛋白； 信息化学物质"
"91","31802016","1.CaN在棉铃虫抵御Cry2Ab毒杀过程中的功能解析","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","魏纪珍","27.0","2018","2021","河南农业大学","RNA干扰； 信号传导途径； 蛋白互作； 基因克隆与表达"
"92","31801968","2.美洲大蠊抗病毒多肽研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","秦亦如","25.0","2018","2021","华南师范大学","昆虫中药； 蛋白质组； 抗病毒多肽； 生化适应； 天生免疫"
"93","31802019","3.基于冷冻电镜的双酰胺类杀虫剂激活鱼尼丁受体的结构研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","乔小木","25.0","2018","2021","浙江大学","冷冻电镜； 作用机制； 鱼尼丁受体； 杀虫剂抗性； 分子靶标"
"94","31801974","4.田鼠巴贝斯虫外泌体的分离鉴定和功能研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","黄经纬","24.0","2018","2021","中国农业科学院上海兽医研究所","原生动物； 蛋白质组； 生存策略"
"95","31801978","5.灵长类重层社会的演化路径及成因","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","朱平芬","25.0","2018","2021","中国科学院动物研究所","重层社会； 社会联系； 脊椎动物； 系统发育； 进化历史"
"96","31802013","6.蚊虫生殖过程中糖代谢调控机制的研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","王雪丽","27.0","2018","2021","中国科学院动物研究所","代谢组； 生殖周期； 调控网络； 蚊虫； 激素"
"97","31801977","7.荒漠蜥蜴产卵地选择行为的可塑性及其对气候变暖的响应","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","李树然","24.0","2018","2021","温州大学","行为可塑性； 产卵地选择； 脊椎动物； 母体效应； 气候变暖"
"98","31801983","8.短尾猴协商决策中的通讯行为与合作机制研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","王希","24.0","2018","2021","安徽大学","协商决策； 行为机制； 合作行为； 短尾猴； 通讯行为"
"99","31801975","9.棕点湍蛙皮肤分泌液中的血小板聚集抑制多肽的作用机制","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","郝雪","25.0","2018","2021","中国科学院昆明动物研究所","血小板聚集； 生存适应； 活性多肽； 棕点湍蛙； 脊椎动物"
"100","31801976","10.基于年龄因素的白眉姬鹟繁殖对策调整与繁殖功效研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","鄂明菊","21.0","2018","2021","东北师范大学","繁殖策略； 配偶选择； 白眉姬鹟； 年龄； 繁殖功效"
"101","31801973","11.七鳃鳗核转录因子（NF-кB）在TLR信号通路介导的先天性免疫应答中的活性及其机制的研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","苏鹏","26.0","2018","2021","辽宁师范大学","核转录因子； 七鳃鳗； 脊椎动物； 先天性免疫； 生化适应"
"102","31802007","12.茉莉酸信号通路对褐飞虱偏好取食二化螟为害稻株的调控机制","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","王兴云","25.0","2018","2021","安阳工学院","虫害诱导反应； 茉莉酸信号途径； 挥发物； 次生物质； 行为反应"
"103","31801980","13.动物“个性”对青海沙蜥动态视觉信号表达的影响","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","吴亚勇","24.0","2018","2021","宜宾学院","视觉信号； 个性； 行为可塑性； 通讯行为； 沙蜥"
"104","31802006","14.长颚斗蟋飞行行为多型成虫飞行与繁殖的生理权衡及其调控机理","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","曾杨","26.0","2018","2021","中南林业科技大学","调控基因； 多型性； 繁殖； 保幼激素； 扩散"
"105","31802010","15.两种蟑螂浓核病毒的致病机制和宿主特异性研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","夏晓玲","25.0","2018","2021","华南师范大学","发育与变态； 消化与营养； 宿主特异性； 浓核病毒； 天然免疫"
"106","31801969","16.NF-κB调控ASPP表达参与文昌鱼先天免疫应答机制研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","宋晓军","25.0","2018","2021","青岛农业大学","核因子κB； 无脊椎动物； 先天免疫； 生理适应； 文昌鱼"
"107","31802017","17.水稻条纹病毒对媒介昆虫酚氧化物酶原激活系统的调控研究","2021","青年科学基金项目","C0403","C0403","青年科学基金项目","王炜","24.0","2018","2021","中国科学院动物研究所","RNA干扰； 灰飞虱； 酚氧化酶； 蛋白互作； 水稻条纹病毒"
